name,orgnr,form,ansatte,nace,website,email
SERVICE ELLEFSRUD JENDOUBI,935900530,ENK,0,81.210,,
SERVICE FRA A TILL Å SZELUGA,930678597,ENK,0,81.210,,
SERVICE4YOU SUNDBY,927395231,ENK,0,81.210,,
SERVNEST KHALID ALI,937249721,ENK,0,81.210,,
SH CLARITY Sylvia Ennis Henry,984330286,ENK,0,81.210,,
SHAEN ABDULLAHIE,926026127,ENK,0,81.210,,
SHASHI NYAUPANE SHARMA,924731427,ENK,0,81.210,,
SHEINA RENHOLD KRISHAN MURUGESAPILLAI,986245154,ENK,0,81.210,,
SHINE Agnieszka Harbuz,995567679,ENK,0,81.210,,
SHINE CLEANING SERVICE DA,919549459,DA,0,81.210,,
SHINE EDYTA CHRZANOWSKA,927912406,ENK,0,81.210,,
SHUKRI HASHI,826942452,ENK,0,81.210,,
SIMONE RENHOLD AS KONKURSBO,933632768,KBO,0,81.210,,
SIMPLEX SERVICE AS,925802999,AS,0,81.210,,
SISI MONIKA GATZ,894440902,ENK,0,81.210,,
SKINNENDE RENT ZAVACKYTE,936216307,ENK,0,81.210,,
SKINNENDEHUS M. CHROBOT,922755159,ENK,0,81.210,,
SKR SERVICE RAMALINGAM,937281390,ENK,0,81.210,,
SL KLUFTEN RENHOLD,927139634,ENK,0,81.210,,
SLAVCHOV RENZONE,935937752,ENK,0,81.210,,
SLIUBURIENE VASK OG RENHOLD,933670872,ENK,0,81.210,,
SLAATSVEEN HARALD,970385339,ENK,0,81.210,,
SMART EIENDOM Piotr Mayer,996031632,ENK,0,81.210,,
SMART SERVICE SHAKA,935110637,ENK,0,81.210,,
SMARTVASK TOVIK,925141941,ENK,0,81.210,,
SMITH RENHOLD,935414660,ENK,0,81.210,,
SMORKEN & CO JON ASBJØRN SCHØYEN,918702873,ENK,0,81.210,,
SMÅHJELPERNE/STIG KATO STØLEN,922285225,ENK,0,81.210,,
SN SELVAM SERVICE,833454102,ENK,0,81.210,,
SNEHVIT HOLDING AS,958942192,AS,0,81.210,,
SNEZA VASK & VEDLIKEHOLD SNJEZANA STARCEVIC,916499477,ENK,0,81.210,,
SOJA,936757472,ENK,0,81.210,,
SOKOLOWSKA RENHOLD,992875186,ENK,0,81.210,,
SOL RENHOLD Blanca Eva Mendoza Herrera,991547290,ENK,0,81.210,,
SOLDIER JUVIK,937810903,ENK,0,81.210,,
SOLIAR&CO RENHOLD YULIIA LUSEVICH,934569822,ENK,0,81.210,,
SOLLI FORVALTNING AS,914989507,AS,0,81.210,,
SOLVANG,927631008,ENK,0,81.210,,
SOSA,930292532,ENK,0,81.210,,
SOTHILINGAM RENHOLD,931874306,ENK,0,81.210,,
SOUHAILA ZAMOUR IFAR,835750302,ENK,0,81.210,,
SOULEYMANE SARR GUYE ENK,916205074,ENK,0,81.210,,
SOWA RENHOLD,831665882,ENK,0,81.210,,
SOZINHO LISBOA SERVICE,929600916,ENK,0,81.210,,
STEFFENSEN TOTALFIX,935438810,ENK,0,81.210,,
STEPH-UP VASK STEPHANIE FERNANDEZ FOSSER,922553785,ENK,0,81.210,,
STEPIEN,922556210,ENK,0,81.210,,
STIOP CLEANING COMPANY,813871882,ENK,0,81.210,,
STJERNE RENGJØRING Abdirashid Hassan Daar,992699078,ENK,0,81.210,,
STOICA,935623464,ENK,0,81.210,,
STORM RENHOLD AS,911593521,AS,0,81.210,,
STOVNER RENHOLD AS,917009643,AS,0,81.210,,
STRAX RENHOLD AS,914857147,AS,0,81.210,,
STRØKENT NELA RZEUTSKA,997268865,ENK,0,81.210,,
STUDIO PEDERSEN,825436782,ENK,0,81.210,,
SULEYMAN RENHOLD,930800090,ENK,0,81.210,,
SUNDENG VASKESERVICE,934086686,ENK,0,81.210,,
SUNRISE MULTI TRADELINK AS,933953602,AS,0,81.210,,
SUNRISE MULTITRADE LINK INDRA BAHADUR KC,826500212,ENK,0,81.210,,
SUPER FACILITY AS,929105931,AS,0,81.210,,
SUPER RENGJØRING HAMMANI,990575541,ENK,0,81.210,,
SUPER RENHOLD AHMAD JAFAR HASHIM JAMALADIN,922566917,ENK,0,81.210,,
SUPER RENHOLD AS TVANGSAVVIKLINGSBO,835320642,KBO,0,81.210,,
SUPER RENHOLD Falih Flaih Majid,991601791,ENK,0,81.210,,
SUPER VASK EL BOUHADDOUTI,931663127,ENK,0,81.210,,
SUPER VASKERNE SEMEÑA,938019002,ENK,0,81.210,,
SUPERLINIS AS,913401298,AS,0,81.210,,
SUPREME RENHOLD V/ NJERU,933195406,ENK,0,81.210,,
SUSANNE ELSTEIN,933907112,ENK,0,81.210,,
SUSSANNE PETTERSON,982690676,ENK,0,81.210,,
SUZANNE SVENDSEN,924356375,ENK,0,81.210,,
SYLWIAKUZBA SYLWIA KUZBA,822793622,ENK,0,81.210,,
SYMASASE TJENESTER,996078361,ENK,0,81.210,,
SYTAI SERVISE,937312059,ENK,0,81.210,,
SÆRKJÆR PETER TH RENGJØRINGSSERV,970261400,ENK,0,81.210,,
T GANTHESWARAN,929241355,ENK,0,81.210,,
T. B. RENHOLD Tahir Buga,896186612,ENK,0,81.210,,
T.T. RENHOLD AS,919460962,AS,0,81.210,,
TALIA SERVICE SHALAN,830321462,ENK,0,81.210,,
TAR SERVICE,928619540,ENK,0,81.210,,
TATA INVEST RAVI,915678858,ENK,0,81.210,,
TB BYGG OG VEDLIKEHOLD TYQILA BIHARI,920893465,ENK,0,81.210,,
TEKLEMARIAM,925889245,ENK,0,81.210,,
TESFAHIWET. WELDESELASIE FLYTTE TRANSPORT SYUM,926896067,ENK,0,81.210,,
THAI INTER AS,997034228,AS,0,81.210,,
THAIR RENHOLD,995559080,NUF,0,81.210,,
THOMAS ESPELAND,927355655,ENK,0,81.210,,
THOMAS HØEGH PRIVAT,993753181,ENK,0,81.210,,
THOR INVEST OSLO AS,932542625,AS,0,81.210,,
THUE & MCHUGH HOLDING AS,932154889,AS,0,81.210,,
TICO SERVICE CHACON,915169864,ENK,0,81.210,,
TIGRAN RENHOLD STRONFEL,932272156,ENK,0,81.210,,
TIP TOP RENHOLD AS,943001820,AS,0,81.210,,
TITITOTA IBRAHIM,912022927,ENK,0,81.210,,
TMR HYGIENESERVICE DA,982560764,DA,0,81.210,,
TOM SOLSVIK,921565844,ENK,0,81.210,,
TONE FISKAA,990179638,ENK,0,81.210,,
TONJE M. G. MELBYE,923373942,ENK,0,81.210,,
TOP TRANS KARTHIKEYAN SHUNMUGAM PALANICHAMI,921376839,ENK,0,81.210,,
TOPP RENGJØRING FULAYI IDI,826517352,ENK,0,81.210,,
TOPPRENHOLD.COM AS TVANGSAVVIKLINGSBO,937927037,KBO,0,81.210,,
TORILL ISACHSEN,925381659,ENK,0,81.210,,
TORNADO MALGORZATA EWA WYLEGALA,987163437,ENK,0,81.210,,
TOSIC TJENESTER,927230836,ENK,0,81.210,,
TOTAL RENHOLD APETRI,833760912,ENK,0,81.210,,
TOURN,932208261,ENK,0,81.210,,
TR BYGG & RENHOLD RENATA NOWAK,919376473,ENK,0,81.210,,
TRANSPORT & RENHOLD ØSTLANDET DUMITRU,926930648,ENK,0,81.210,,
TRANSPORT LOGISTIC CLEANING ERIKAS MAGELINSKAS,922219230,ENK,0,81.210,,
TRANSPORT OG RENHOLD SERVICE MEKALA,924582391,ENK,0,81.210,,
TRIADEN RENHOLD OG FLYTTEBYRÅ V/ KHOURTA,917477760,ENK,0,81.210,,
TRIF,925354708,ENK,0,81.210,,
TRIPPTRAPPVASK HOLTH-HØGSET,928024563,ENK,0,81.210,,
TRULS BORGEN RENGJØRINGSBYRÅ,970135863,ENK,0,81.210,,
TRYGG HOLDING AS,933402207,AS,0,81.210,,
TRYGGVASK AS,936155081,AS,0,81.210,,
TWINKLE TIME ALHALABI,924794747,ENK,0,81.210,,
TYFON VASK AS,963070276,AS,0,81.210,,
TYFON-VASK FRED LOUIS MOLLERIN,970293930,ENK,0,81.210,,
TØMMER HAMAD,835027872,ENK,0,81.210,,
UFR MICKEVICA,997921518,ENK,0,81.210,,
UGLEBAKKEN MULTISERVICE,889832312,ENK,0,81.210,,
UKIC VASKEHJELP,935223725,ENK,0,81.210,,
ULAMIX URSZULA EWA DLUSKA,998622018,ENK,0,81.210,,
ULRIK SUNDET,931277677,ENK,0,81.210,,
ULVESTAD BOLIGFIX,934303865,ENK,0,81.210,,
UNIQUE-RENHOLDSTJENESTER MATEMBO,930282871,ENK,0,81.210,,
UNN CHARLOTTE FRANTZEN,927849046,ENK,0,81.210,,
UNNI INVEST AS,927707993,AS,0,81.210,,
USMA BEDOYA FACILITY SERVICES,929612337,ENK,0,81.210,,
V-SHINE ARIYAPUTHIRAN,934674545,ENK,0,81.210,,
V&AP AS,931152203,AS,0,81.210,,
VALENTIN DUMITRU BYGG,930872466,ENK,0,81.210,,
VALERINNE PRAYASTRA HUTAGALUNG,922974667,ENK,0,81.210,,
VALLE RODRIGUEZ MULTISERVICES,937716893,ENK,0,81.210,,
VARQUEZ RENHOLD SERVICE,927894319,ENK,0,81.210,,
VASK Marlena Brzezinska,996489310,ENK,0,81.210,,
VASK OG FIKS JOHANSEN,938124116,ENK,0,81.210,,
VASKEBASEN BASIR AHMADI,996899845,ENK,0,81.210,,
VASKEBJØRN JULITA KACZYNSKA,924421339,ENK,0,81.210,,
VASKEHJELP LESNIAK,931455257,ENK,0,81.210,,
VASKEHJELP VARDAVOULIA,928743446,ENK,0,81.210,,
VASKEHJELPEREN AS,935851211,AS,0,81.210,,
VASKERNE AS,930770736,AS,0,81.210,,
VASKET RENHOLDSFIRMA V/ ALVÆRN & CO,931862081,ENK,0,81.210,,
VASKIN ANETA SLIWKA,987781823,ENK,0,81.210,,
VASKO ALICJA OLEWINSKA,920470335,ENK,0,81.210,,
VEJSELI RENGJØRINGSSERVICE,932096544,ENK,0,81.210,,
VERA MARIA PEREIRA JENKER - RENT JENKER,891160682,ENK,0,81.210,,
VERTIKAL ALFRED OSCAR ALFRED CHRISTENSEN,923711619,ENK,0,81.210,,
VI VASKER V/ VAVIK,925849421,ENK,0,81.210,,
VIBE VEL VASK,937729669,ENK,0,81.210,,
VIKEN RENGJØRING AS KONKURSBO,935448816,KBO,0,81.210,,
VIKING KONSULENT SYED,927948389,ENK,0,81.210,,
VIKING RENHOLD Francisco Villanueva,984663447,ENK,0,81.210,,
VIKING RENHOLD GUBCA,935418267,ENK,0,81.210,,
VIKTORIA WETTERGREEN,825188622,ENK,0,81.210,,
VILMA SIMONAVICIUTE RENHOLD,926597914,ENK,0,81.210,,
VIPPETANGEN RENHOLD V/BJØRN GJEITNES,997402588,ENK,0,81.210,,
VIPSAN CLEANING BY VIPARTAITE,934434390,ENK,0,81.210,,
VISTAVIS LIMITED,935607272,NUF,0,81.210,,
VIVA RENHOLD AS,918091866,AS,0,81.210,,
VIVIAN SERVICE MARIA VIVIANA TORO CABALLERO,937066570,ENK,0,81.210,,
VON WINTHER LENA AMALIE MERETHE ANASTASAKIS WINTHER KOGSTAD BJERKE,922971757,ENK,0,81.210,,
VULKAN RENHOLD GHAZALA ARFAT,924444045,ENK,0,81.210,,
VULKAN SERVICE AS,921025742,AS,0,81.210,,
VYTAUTE PANGONYTE RENHOLD,993894478,ENK,0,81.210,,
WALLY SERVICE IBRAHIMA DIALLO,834286092,ENK,0,81.210,,
WANPEN MØLLER WANPEN MOLLER,922892962,ENK,0,81.210,,
WASYLUK CLEANING SERVICES,897906732,ENK,0,81.210,,
WEFIX RENHOLD AS KONKURSBO,937184069,KBO,0,81.210,,
WEIGOLD RENGJØRING,921572220,ENK,0,81.210,,
WIORKO DRIFT AS,933582930,AS,0,81.210,,
WIORKO SERVICE,935911451,ENK,0,81.210,,
WITKOWSKA EKSPLOSIV RENGJØRING,934091701,ENK,0,81.210,,
WOJCIK CLEANING SERVICE,934144856,ENK,0,81.210,,
WORLD RENHOLD OG TRANSPORT MEKALA,925338990,ENK,0,81.210,,
YAKUB ØZIL RENHOLD,935093783,ENK,0,81.210,,
YAVARI,934827740,ENK,0,81.210,,
YEBOAH VASK & TRANSPORT,924737301,ENK,0,81.210,,
YEFREMOV CLININO,933634167,ENK,0,81.210,,
YOCOIMA MARTINEZ MAID IN NORWAY,925578959,ENK,0,81.210,,
YRAN-SYVERSEN,931384023,ENK,0,81.210,,
YULIA LUPANDINA,925204854,ENK,0,81.210,,
YUSUF RENHOLD OG VEDLIKEHOLD JEMAL IBRAHIM MEBRAT,918637826,ENK,0,81.210,,
ZAK RENHOLD AS,925413763,AS,0,81.210,,
ZAMMIT,934209397,ENK,0,81.210,,
ZARAH FAMILIE,936619487,ENK,0,81.210,,
ZELENSKYI ALLTID RENHOLD 24/7,838133592,ENK,0,81.210,,
ZENI Anna Ratuszniak,995487837,ENK,0,81.210,,
ZENVASK NAZIR,937763824,ENK,0,81.210,,
ZID AYOUB RENHOLD,937126794,ENK,0,81.210,www.zsj3528.com,
ZIELINSKA SERVICE,933122204,ENK,0,81.210,,
ZITARES CLEANING,933563669,ENK,0,81.210,,
ZONZA DESIGN AS,993280720,AS,0,81.210,,
ZUZANNA PIASECKA CRYSTAL HOME,935223482,ENK,0,81.210,,
ZYSKOWSKA CLEANER BETTER THAN YOUR DINNER,931600087,ENK,0,81.210,,
ØKODAMP RENHOLD AS,824881162,AS,0,81.210,,
ØRN HOLDING AS TVANGSAVVIKLINGSBO,937132271,KBO,0,81.210,,
ØSTLAND RENHOLD FACILITY SERVICE ABDULLAHI ABDULLE ALI,922254931,ENK,0,81.210,,
ØYO INVEST AS,934343077,AS,0,81.210,,
ÅRNES MANJANA,937405189,ENK,0,81.210,,
A.I MOHAMED,933493881,ENK,0,81.220,,
ALEJANDRO FERNANDEZ GARCIA,934426886,ENK,0,81.220,,
ALFA INTERNATIONAL,924748494,NUF,0,81.220,,
ALKHALAF ALALI RENHOLD,837311012,ENK,0,81.220,,
ALN SERVICE NIELSEN,916543832,ENK,0,81.220,,
ARBEID FULL HEGE LANGØRGEN,932044455,ENK,0,81.220,,
ARIYATHASAN SELVSTENDIG NÆRINGSDRIVENDE,937273002,ENK,0,81.220,,
BYGG OG FASADEVASK MOLIN,925840890,ENK,0,81.220,,
CARLSEN VINDUSPUSS,836547322,ENK,0,81.220,,
CLEAN MASTER,924748508,NUF,0,81.220,,
CLEANING BEATA SAJ,837271622,ENK,0,81.220,,
COLOR CLEAN PORTILLO AS,936566766,AS,0,81.220,,
CORVARA INDUSTRI- OCH SKADESERVICE AB,911777460,NUF,0,81.220,,
DANIEL MARCOLETA,925771813,ENK,0,81.220,,
DRONEKOMPANIET AS,937206879,AS,0,81.220,,
FA.GSD GMBH,924748540,NUF,0,81.220,,
FEIE- OG TILSYNSTJENESTER AS,993919675,AS,0,81.220,www.tilsyn.no,
FLATLAND BYGÅRDSVASK,837648912,ENK,0,81.220,,
FLEKS PROFF RENHOLDSSERVICE AS,834515342,AS,0,81.220,,
FLYER AS,936957668,AS,0,81.220,,
GURUNG ENTERPRISES,931790110,ENK,0,81.220,,
HENRIKSEN SERVICE,933430936,ENK,0,81.220,,
HERMANN,937565216,ENK,0,81.220,,
HØYDETEKNIKK GILLES LEQUERREC,997254880,ENK,0,81.220,,
IBS GMBH,915541623,NUF,0,81.220,,
IOAN IONUT,934405463,ENK,0,81.220,,
IPSEN VINDUSVASK,928951464,ENK,0,81.220,,
IZABELA RENS AS,937023057,AS,0,81.220,,
JODIAN MAGIC CLEAN LIMITED,933349926,NUF,0,81.220,,
JOHANSSON FASADE OG TAKVASK,929101596,ENK,0,81.220,,
JUAREZ MONGE CLEANING HOME-SA,935542529,ENK,0,81.220,,
KARIUKI CLEANERS,935873185,ENK,0,81.220,,
KLEIVSTAD AS,937968493,AS,0,81.220,,
KRAFT VEDLIKEHOLD AS,932152371,AS,0,81.220,,
LAURENTIU DUTA,937567235,ENK,0,81.220,,
MAGNES VINDUSPUSS M KRISTIANSEN,970236597,ENK,0,81.220,,
MAGNUS HOFGAARD,929072561,ENK,0,81.220,,
MEDYNSKI-NADEEM PREMIUM SERVICE,933608166,ENK,0,81.220,,
MELHUS PIPESJEKK - ILDSTED OG SKORSTEINSERVICE,935999685,ENK,0,81.220,,
MIKALS FASADEVASK OG VEDLIKEHOLDS SERVICE DAVID BLOM,915385699,ENK,0,81.220,,
NEGASI,937390513,ENK,0,81.220,,
NORDIC HEIGHTS BY SISON,934674073,ENK,0,81.220,,
NORDIC INDUSTRIAL SERVICES AS,923592636,AS,0,81.220,,
NORDISK TAKVASK AS,937072600,AS,0,81.220,,
OLAUSSENS RENE FASADER,931478427,ENK,0,81.220,,
OSLO & OMEGN FASADEVASK AS,928660575,AS,0,81.220,,
OSLO GARASJEVASK AS,935655560,AS,0,81.220,,
OSLO VIKEN VINDUSVASK CHADMANI,926363786,ENK,0,81.220,,
PEDER-ELLEFSEN,935911419,ENK,0,81.220,,
PETTERS LORENTZ MORÆUS-HANSSEN,931665324,ENK,0,81.220,,
PRO VASK OG FASADE LUCIANO DENNIS KWIEK,922921512,ENK,0,81.220,,
PRORENS AS,986193421,AS,0,81.220,,
PURE RENHOLD BARBARA MORGA,932400367,ENK,0,81.220,,
REN FASADE HELENA VORSA JENSEN,979706014,ENK,0,81.220,,
REN TEKNIKK NORGE AS,918096388,AS,0,81.220,,
RENE FASADER AS,935269318,AS,0,81.220,,
RENFASADE DA,989299131,DA,0,81.220,,
RENHOLD MASLANKA,937038100,ENK,0,81.220,,
RENTHJEM - GRANERUD,933968081,ENK,0,81.220,,
ROMA VÄXTHUS CONSULTING,933878740,NUF,0,81.220,,
SALIMI CONSULTING & GRAFFITI SERVICE,931547372,ENK,0,81.220,,
SATRAN VINDUSPUSS,937419635,ENK,0,81.220,,
SCANGLOB AS,935831458,AS,0,81.220,,
SEREON AS,912796949,AS,0,81.220,,
SKINNENDE TAK OG FASADE SPRANGAUSKAS,927523493,ENK,0,81.220,,
SKYPROFF AS,918912843,AS,0,81.220,skyproff.com,
SOFIA RENS OG RENHOLD KAYALI,935832454,ENK,0,81.220,,
SPRÄNGSOTNING AB,895012122,NUF,0,81.220,,
SÅKLART VINDUSPUSS AS,937386397,AS,0,81.220,,
TIUNIS PROWASH,937394349,ENK,0,81.220,,
TRASBORG AS,992173939,AS,0,81.220,,
UTRENS KHALID,937778457,ENK,0,81.220,Utrens.no,
VENTILASJONSSPESIALISTEN AS,934223780,AS,0,81.220,,
VERTIKAL TEKNIKK XAVIER TABOURDEAU,997254910,ENK,0,81.220,,
VESELOV,933398110,ENK,0,81.220,,
VESTRE RENHOLD,986818944,ENK,0,81.220,,
VINDUSPUSS AS,916210485,AS,0,81.220,,
WINDOW DRESSING AS,919444452,AS,0,81.220,,
ZEN PAWEL SZYMANSKI,932031566,ENK,0,81.220,,
ÅGREN UTVENDIG RENHOLD,920778488,ENK,0,81.220,,
AANNERUD FIX,931168274,ENK,0,81.220,,
